email,fax,form,govxcontentsection,govxdescription,language,managername,mmdOfficesTypes,mmdOfficesTypes_tid,nid,officenamecode,officetypecode,payments,receptionaddressnotes,receptionphonenumbers,title,websiteurl
sheryb@eilot.org.il,08-6355800,"{""onlineurl"": ""~"", ""email"": ""sheryb@eilot.org.il"", ""fax"": ""08-6355800"", ""letter"": ""\u05d3.\u05e0. \u05d7\u05d1\u05dc \u05d0\u05d9\u05dc\u05d5\u05ea 8880500\r\n""}","<p><span style=""font-size: 12px;"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</span></p>",,he,שרי ברקן,ועדים מקומיים,371,3741,13776,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 999, \u05d7\u05e9\u05d1\u05d5\u05df 15400/00\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 999, \u05d7\u05e9\u05d1\u05d5\u05df 15400/00\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",ד.נ. חבל אילות 8880500,08-6355743,שחרות,"{""url"": ""www.eilot.org.il"", ""title"": ""www.eilot.org.il""}"
nurit@sdotnegev.org.il,08-9930807,"{""onlineurl"": ""~"", ""email"": ""nurit@sdotnegev.org.il"", ""fax"": ""08-9930807"", ""letter"": ""\u05d3.\u05e0. \u05d4\u05e0\u05d2\u05d1, \u05e0\u05ea\u05d9\u05d1\u05d5\u05ea 85385\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,נורית כהן-חדד,ועדים מקומיים,371,3638,13680,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 428, \u05d7\u05e9\u05d1\u05d5\u05df 405331"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05de\u05d6\u05e8\u05d7\u05d9, \u05e1\u05e0\u05d9\u05e3 428, \u05d7\u05e9\u05d1\u05d5\u05df 405331"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. הנגב, נתיבות 85385",08-9938902,שיבולים,"{""url"": ""www.sdotnegev.org.il"", ""title"": ""www.sdotnegev.org.il""}"
sheryb@eilot.org.il,08-6355800,"{""onlineurl"": ""~"", ""email"": ""sheryb@eilot.org.il"", ""fax"": ""08-6355800"", ""letter"": ""\u05d3.\u05e0. \u05d7\u05d1\u05dc \u05d0\u05d9\u05dc\u05d5\u05ea 8880500\r\n""}","<p><span style=""font-size: 12px;"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</span></p>",,he,שרי ברקן,ועדים מקומיים,371,3742,13777,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 999, \u05d7\u05e9\u05d1\u05d5\u05df 15400/00\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 999, \u05d7\u05e9\u05d1\u05d5\u05df 15400/00\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",ד.נ. חבל אילות 8880500,08-6355743,שיטים,"{""url"": ""www.eilot.org.il"", ""title"": ""www.eilot.org.il""}"
dmoshe@matteasher.org.il,04-9879794,"{""onlineurl"": ""~"", ""email"": ""dmoshe@matteasher.org.il"", ""fax"": ""04-9879794"", ""letter"": ""\u05d3.\u05e0. \u05d2\u05dc\u05d9\u05dc \u05de\u05e2\u05e8\u05d1\u05d9, \u05de\u05d5\u05e2\u05e6\u05d4 \u05de\u05e7\u05d5\u05de\u05d9\u05ea \u05de\u05d8\u05d4 \u05d0\u05e9\u05e8""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,משה דוידוביץ,ועדים מקומיים,371,3041,13071,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 117600/74"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 117600/74"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. גליל מערבי, מועצה מקומית מטה אשר",04-9879602,שייח דנון,"{""url"": ""/www.matte-asher-region.muni.il"", ""title"": ""www.matte-asher-region.muni.il""}"
maoz@binyamin.org.il,02-9973113,"{""onlineurl"": ""~"", ""email"": ""maoz@binyamin.org.il"", ""fax"": ""02-9973113"", ""letter"": ""\u05d3.\u05e0. \u05de\u05d6\u05e8\u05d7 \u05d1\u05e0\u05d9\u05de\u05d9\u05df, \u05d4\u05de\u05d5\u05e2\u05e6\u05d4 \u05d4\u05d0\u05d6\u05d5\u05e8\u05d9\u05ea \u05de\u05d8\u05d4 \u05d1\u05e0\u05d9\u05de\u05d9\u05df, \u05e4\u05e1\u05d2\u05d5\u05ea\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,מעוז ביגון,ועדים מקומיים,371,3899,13916,13,"{""onlineurl"": """", ""banktransfer"": ""\u05dc\u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1\u05e4\u05e8 45000002, \u05e1\u05e0\u05d9\u05e3 905 \u05d1\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 (\u05d1\u05e0\u05e7 \u05de\u05e1\u05e4\u05e8 10)"", ""postalbank"": ""\u05dc\u05d7\u05e9\u05d1\u05d5\u05df \u05de\u05e1\u05e4\u05e8 45000002, \u05e1\u05e0\u05d9\u05e3 905 \u05d1\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 (\u05d1\u05e0\u05e7 \u05de\u05e1\u05e4\u05e8 10)"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. מזרח בנימין, המועצה האזורית מטה בנימין, פסגות",02-9977105,שילה,"{""url"": ""www.binyamin.org.il"", ""title"": ""www.binyamin.org.il""}"
pnina@modiin-region.muni.il,03-9722815,"{""onlineurl"": ""~"", ""email"": ""pnina@modiin-region.muni.il"", ""fax"": ""03-9722815"", ""letter"": ""\u05e8\u05d7' \u05de\u05d5\u05d3\u05d9\u05e2\u05d9\u05dd 10, \u05e9\u05d4\u05dd 6083210\r\n""}","<p><span style=""font-size: 12px;"">הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</span></p>",,he,יוסי אלימלך,ועדים מקומיים,371,3377,13422,13,"{""onlineurl"": """", ""banktransfer"": """", ""postalbank"": """", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' מודיעים 10, שהם 6083210",03-9722805,שילת,"{""url"": ""http://www.modiin-region.muni.il"", ""title"": ""http://www.modiin-region.muni.il""}"
hofesh-meyda@ips.gov.il,08-9193808,"{""onlineurl"": ""~"", ""email"": ""hofesh-meyda@ips.gov.il"", ""fax"": ""08-9193808"", ""letter"": ""\t\u05e8\u05d7' \u05d4\u05e8\u05d8\u05d5\u05dd 14 \u05d9\u05e8\u05d5\u05e9\u05dc\u05d9\u05dd,\u200b 9777514""}","<p>שירות בתי הסוהר מופקד על אחזקת אסירים ועצורים עד תום ההליכים במשמורת בטוחה ונאותה כמצוות בתי המשפט ובתנאים שנקבעו בחוק, תוך שמירה על כבודם, מילוי צרכיהם הבסיסיים והקניית כלים מתקנים לכל האסירים המתאימים לכך, במטרה לשפר את יכולתם להיקלט בחברה עם שחרורם.</p>",,und,ירון שלמה,יחידת סמך,58,448,3049,3,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05d3\u05d5\u05d0\u05e8, \u05e1\u05e0\u05d9\u05e3 001, \u05d7\u05e9\u05d1\u05d5\u05df 0-02214-1"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05d3\u05d5\u05d0\u05e8, \u05e1\u05e0\u05d9\u05e3 001, \u05d7\u05e9\u05d1\u05d5\u05df 0-02214-1"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' הרטום 14 ירושלים,​ 9777514",02-6225307,שירות בתי הסוהר,"{""url"": ""http://www.shabas.gov.il"", ""title"": ""http://www.shabas.gov.il""}"
didir@ies.gov.il,02-6326500,"{""onlineurl"": ""~"", ""email"": ""didir@ies.gov.il"", ""fax"": ""02-6326500 "", ""letter"": ""\u05e8\u05d7' \u05e7\u05e4\u05dc\u05df 2, \u05d9\u05e8\u05d5\u05e9\u05dc\u05d9\u05dd 9195016""}","<p>שירות התעסוקה מופקד על ריכוז ידיעות על המצב בשוק העבודה ועל מגמות ההתפתחות בו על מנת להסדירו; השגת עבודה לדורשי עבודה, והפניית עובדים למעסיקים; מתן ייעוץ בבחירת מקצוע; ושיתוף פעולה בענייני הכשרה מקצועית והדרכה בבחירת מקצוע.</p>",,und,דידי רוזנברג,תאגיד סטטוטורי,49,557,5051,5,"{""onlineurl"": """", ""banktransfer"": ""\u05e4\u05e8\u05d8\u05d9 \u05d7\u05e9\u05d1\u05d5\u05df \u05d4\u05d1\u05e0\u05e7 \u2013 \u05d7\u05d5\u05e7 \u05d7\u05d5\u05e4\u05e9 \u05d4\u05de\u05d9\u05d3\u05e2:\r\n\u05de\u05e1' \u05d7\u05e9\u05d1\u05d5\u05df 24965\r\n\u05e1\u05e0\u05d9\u05e3 \u05e8\u05d0\u05e9\u05d9 001\r\n\u05e1\u05de\u05dc \u05d4\u05d1\u05e0\u05e7  09\r\n"", ""postalbank"": ""\u05e4\u05e8\u05d8\u05d9 \u05d7\u05e9\u05d1\u05d5\u05df \u05d4\u05d1\u05e0\u05e7 \u2013 \u05d7\u05d5\u05e7 \u05d7\u05d5\u05e4\u05e9 \u05d4\u05de\u05d9\u05d3\u05e2:\r\n\u05de\u05e1' \u05d7\u05e9\u05d1\u05d5\u05df 24965\r\n\u05e1\u05e0\u05d9\u05e3 \u05e8\u05d0\u05e9\u05d9 001\r\n\u05e1\u05de\u05dc \u05d4\u05d1\u05e0\u05e7  09\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' קפלן 2, ירושלים 9195016",02-6752472,שירות התעסוקה הישראלי,"{""url"": ""https://www.taasuka.gov.il"", ""title"": ""https://www.taasuka.gov.il""}"
hayabe@misgav.org.il,04-9902391,"{""onlineurl"": ""~"", ""email"": ""hayabe@misgav.org.il"", ""fax"": ""04-9902391"", ""letter"": ""\u05d3.\u05e0. \u05de\u05e9\u05d2\u05d1 2017900\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,חיה בנדק,ועדים מקומיים,371,3798,13828,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05d7\u05e9\u05d1\u05d5\u05df 1160000/3"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05d7\u05e9\u05d1\u05d5\u05df 1160000/3"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",ד.נ. משגב 2017900,04-9902310,שכניה,"{""url"": ""www.misgav.org.il"", ""title"": ""www.misgav.org.il""}"
lishka@shafir.org.il,08-8501790,"{""onlineurl"": ""~"", ""email"": ""lishka@shafir.org.il"", ""fax"": ""08-8501790\r\n"", ""letter"": ""\u05de\u05e8\u05db\u05d6 \u05e9\u05e4\u05d9\u05e8\u05d0 7941100\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק.</p>,,he,אלי דאובה,ועדים מקומיים,371,3544,13586,13,"{""onlineurl"": """", ""banktransfer"": """", ""postalbank"": """", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",מרכז שפירא 7941100,08-8508907,שלווה,"{""url"": ""www.shaffir.org.il"", ""title"": ""www.shaffir.org.il""}"
adva@rng.org.il,08-6564100,"{""onlineurl"": ""~"", ""email"": ""adva@rng.org.il"", ""fax"": ""08-6564100"", ""letter"": ""\u05d3.\u05e0. \u05d7\u05dc\u05d5\u05e6\u05d4\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,אדוה לויד,ועדים מקומיים,371,3707,13742,13,"{""onlineurl"": """", ""banktransfer"": ""\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df, 6382, \u05e1\u05e0\u05d9\u05e3 \u05d5\u05e9\u05dd \u05d4\u05d1\u05e0\u05e7 \u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc \u2013 \u05e1\u05e0\u05d9\u05e3 363  \u05d1\u05d0\u05e8 \u05e9\u05d1\u05e2"", ""postalbank"": ""\u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df, 6382, \u05e1\u05e0\u05d9\u05e3 \u05d5\u05e9\u05dd \u05d4\u05d1\u05e0\u05e7 \u05d1\u05e0\u05e7 \u05d0\u05d5\u05e6\u05e8 \u05d4\u05d7\u05d9\u05d9\u05dc \u2013 \u05e1\u05e0\u05d9\u05e3 363  \u05d1\u05d0\u05e8 \u05e9\u05d1\u05e2"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",ד.נ. חלוצה,08-6564169,שלווה במדבר,"{""url"": ""http://www.rng.org.il"", ""title"": ""http://www.rng.org.il""}"
yosi@maianot.co.il,04-6065600,"{""onlineurl"": ""~"", ""email"": ""yosi@maianot.co.il"", ""fax"": ""04-6065600"", ""letter"": ""\u05ea.\u05d3. 90000, \u05e2\u05de\u05e7 \u05d4\u05de\u05e2\u05d9\u05d9\u05e0\u05d5\u05ea 1171003\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,יוסף מנחם,ועדים מקומיים,371,3063,13145,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 717, \u05d7\u05e9\u05d1\u05d5\u05df 6549"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 717, \u05d7\u05e9\u05d1\u05d5\u05df 6549"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 90000, עמק המעיינות 1171003",04-6065890,שלוחות,"{""url"": ""www.maianot.co.il"", ""title"": ""www.maianot.co.il""}"
mordib@erc.org.il,08-9929147,"{""onlineurl"": ""~"", ""email"": ""mordib@erc.org.il"", ""fax"": ""08-9929147"", ""letter"": ""\u05de.\u05d0. \u05d0\u05e9\u05db\u05d5\u05dc, \u05d3.\u05e0. \u05d4\u05e0\u05d2\u05d1 85465\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,מרדכי ביטון,ועדים מקומיים,371,3628,13670,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 633, \u05d7\u05e9\u05d1\u05d5\u05df 9164"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 633, \u05d7\u05e9\u05d1\u05d5\u05df 9164"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","מ.א. אשכול, ד.נ. הנגב 85465",08-9929103,שלומית,"{""url"": ""www.eshkol.info"", ""title"": ""www.eshkol.info""}"
idith@galil-elion.org.il,04-6816513,"{""onlineurl"": ""~"", ""email"": ""idith@galil-elion.org.il"", ""fax"": ""04-6816513"", ""letter"": """"}",<br>,,he,עידית חמל,ועדים מקומיים,371,2995,13027,13,"{""onlineurl"": """", ""banktransfer"": ""\""\u05dc\u05ea\u05e9\u05dc\u05d5\u05dd \u05d3\u05e8\u05da \u05de\u05d7\u05dc\u05e7\u05ea \u05d2\u05d1\u05d9\u05d4 \u05e9\u05dc \u05d4\u05de\u05d5\u05e2\u05e6\u05d4.\r\n\u05e0\u05d9\u05ea\u05df \u05dc\u05e9\u05dc\u05dd \u05d1\u05e9\u05d9\u05e7, \u05d1\u05d0\u05e9\u05e8\u05d0\u05d9 (\u05e0\u05d9\u05ea\u05df \u05d1\u05d8\u05dc\u05e4\u05d5\u05df), \u05d5\u05d1\u05de\u05d6\u05d5\u05de\u05df.\""\r\n"", ""postalbank"": ""\""\u05dc\u05ea\u05e9\u05dc\u05d5\u05dd \u05d3\u05e8\u05da \u05de\u05d7\u05dc\u05e7\u05ea \u05d2\u05d1\u05d9\u05d4 \u05e9\u05dc \u05d4\u05de\u05d5\u05e2\u05e6\u05d4.\r\n\u05e0\u05d9\u05ea\u05df \u05dc\u05e9\u05dc\u05dd \u05d1\u05e9\u05d9\u05e7, \u05d1\u05d0\u05e9\u05e8\u05d0\u05d9 (\u05e0\u05d9\u05ea\u05df \u05d1\u05d8\u05dc\u05e4\u05d5\u05df), \u05d5\u05d1\u05de\u05d6\u05d5\u05de\u05df.\""\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",,04-6816603,שמיר,"{""url"": """", ""title"": """"}"
ruthie@nmz.org.il,"15386309702, 15386309709","{""onlineurl"": ""~"", ""email"": ""ruthie@nmz.org.il"", ""fax"": ""15386309702, 15386309709"", ""letter"": ""\u05e8\u05d7' \u05e7\u05e7\""\u05dc 139 \u05e7\u05d5\u05de\u05d4 \u05d0' \u05d1\u05d0\u05e8 \u05e9\u05d1\u05e2 8420015""}","<br><br type=""_moz"">",,he,רותי שטרית,ועדת תכנון מרחבית,373,4137,16014,16,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05e1\u05e0\u05d9\u05e3 160 \u05d7\u05e9\u05d1\u05d5\u05df 253616."", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd \u05e1\u05e0\u05d9\u05e3 160 \u05d7\u05e9\u05d1\u05d5\u05df 253616."", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","רח' קק""ל 139 קומה א' באר שבע 8420015",08-6309709,שמעונים נגב מזרחי,"{""url"": """", ""title"": """"}"
orna@ngm.org.il,08-6894063,"{""onlineurl"": ""~"", ""email"": ""orna@ngm.org.il"", ""fax"": ""08-6894063"", ""letter"": ""\u05de.\u05d0. \u05de\u05e8\u05d7\u05d1\u05d9\u05dd \u05e6\u05d5\u05de\u05ea \u05d2\u05d9\u05dc\u05ea \u05d3.\u05e0. \u05d4\u05e0\u05d2\u05d1 8410000""}","<br><br type=""_moz"">",,he,אורנה אליעזר,ועדת תכנון מרחבית,373,4138,16013,16,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05e1\u05de\u05dc \u05d1\u05e0\u05e7 10 \u05de\u05e1' \u05e1\u05e0\u05d9\u05e3 789 \u05de\u05e1' \u05d7\u05e9\u05d1\u05d5\u05df 236900/78 \u05d0\u05d5\u05e4\u05e7\u05d9\u05dd"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9 \u05e1\u05de\u05dc \u05d1\u05e0\u05e7 10 \u05de\u05e1' \u05e1\u05e0\u05d9\u05e3 789 \u05de\u05e1' \u05d7\u05e9\u05d1\u05d5\u05df 236900/78 \u05d0\u05d5\u05e4\u05e7\u05d9\u05dd"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",מ.א. מרחבים צומת גילת ד.נ. הנגב 8410000,08-6834700,שמעונים נגב מערבי,"{""url"": """", ""title"": """"}"
dmoshe@matteasher.org.il,04-9879794,"{""onlineurl"": ""~"", ""email"": ""dmoshe@matteasher.org.il"", ""fax"": ""04-9879794"", ""letter"": ""\u05d3.\u05e0. \u05d2\u05dc\u05d9\u05dc \u05de\u05e2\u05e8\u05d1\u05d9, \u05de\u05d5\u05e2\u05e6\u05d4 \u05de\u05e7\u05d5\u05de\u05d9\u05ea \u05de\u05d8\u05d4 \u05d0\u05e9\u05e8\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,משה דוידוביץ,ועדים מקומיים,371,3323,13098,13,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 117600/74"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 960, \u05de\u05e1\u05e4\u05e8 \u05d7\u05e9\u05d1\u05d5\u05df 117600/74"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ד.נ. גליל מערבי, מועצה מקומית מטה אשר",04-9879602,שמרת,"{""url"": ""www.matte-asher-region.muni.il"", ""title"": ""www.matte-asher-region.muni.il""}"
racheliav@emekyizrael.org.il,04-6521256,"{""onlineurl"": ""~"", ""email"": ""racheliav@emekyizrael.org.il"", ""fax"": ""04-6521256"", ""letter"": ""\u05ea.\u05d3. 90000, \u05e2\u05e4\u05d5\u05dc\u05d4 1812003\r\n""}",<p>הרשות המקומית תפקידה הוא לדאוג לענייני הציבור שבתחומה על פי הסמכויות המוקנות לה כחוק</p>,,he,רחלי אבידוב,ועדים מקומיים,371,3101,14066,14,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 472, \u05d7\u05e9\u05d1\u05d5\u05df 151509\r\n"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05d4\u05e4\u05d5\u05e2\u05dc\u05d9\u05dd, \u05e1\u05e0\u05d9\u05e3 472, \u05d7\u05e9\u05d1\u05d5\u05df 151509\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}","ת.ד. 90000, עפולה 1812003",04-6520726,שמשית,"{""url"": ""www.emekyizrael.org.il"", ""title"": ""www.emekyizrael.org.il""}"
idith@galil-elion.org.il,04-6816513,"{""onlineurl"": ""~"", ""email"": ""idith@galil-elion.org.il"", ""fax"": ""04-6816513"", ""letter"": """"}",<br>,,he,עידית חמל,ועדים מקומיים,371,2996,13028,13,"{""onlineurl"": """", ""banktransfer"": ""\""\u05dc\u05ea\u05e9\u05dc\u05d5\u05dd \u05d3\u05e8\u05da \u05de\u05d7\u05dc\u05e7\u05ea \u05d2\u05d1\u05d9\u05d4 \u05e9\u05dc \u05d4\u05de\u05d5\u05e2\u05e6\u05d4.\r\n\u05e0\u05d9\u05ea\u05df \u05dc\u05e9\u05dc\u05dd \u05d1\u05e9\u05d9\u05e7, \u05d1\u05d0\u05e9\u05e8\u05d0\u05d9 (\u05e0\u05d9\u05ea\u05df \u05d1\u05d8\u05dc\u05e4\u05d5\u05df), \u05d5\u05d1\u05de\u05d6\u05d5\u05de\u05df.\""\r\n"", ""postalbank"": ""\""\u05dc\u05ea\u05e9\u05dc\u05d5\u05dd \u05d3\u05e8\u05da \u05de\u05d7\u05dc\u05e7\u05ea \u05d2\u05d1\u05d9\u05d4 \u05e9\u05dc \u05d4\u05de\u05d5\u05e2\u05e6\u05d4.\r\n\u05e0\u05d9\u05ea\u05df \u05dc\u05e9\u05dc\u05dd \u05d1\u05e9\u05d9\u05e7, \u05d1\u05d0\u05e9\u05e8\u05d0\u05d9 (\u05e0\u05d9\u05ea\u05df \u05d1\u05d8\u05dc\u05e4\u05d5\u05df), \u05d5\u05d1\u05de\u05d6\u05d5\u05de\u05df.\""\r\n"", ""treasury"": """", ""check"": """", ""phone"": """", ""cash"": """"}",,04-6816603,שניר,"{""url"": """", ""title"": """"}"
vickib@shenkar.ac.il,03-7511227,"{""onlineurl"": ""~"", ""email"": ""vickib@shenkar.ac.il"", ""fax"": ""03-7511227"", ""letter"": ""\u05e8\u05d7' \u05d0\u05e0\u05d4 \u05e4\u05e8\u05e0\u05e7 12, \u05e8\u05de\u05ea-\u05d2\u05df 5252626""}","שנקר - בית ספר גבוה להנדסה ועיצוב הוא מוסד אקדמי, המכשיר חוקרים ויוצרים בתחומי העיצוב, האמנות וההנדסה. בפקולטה להנדסה קיימות חמש מחלקות, שמעניקות תואר בוגר במדעים (B.Sc.). בפקולטה לעיצוב פועלות שש מחלקות, המעניקות תואר בוגר בעיצוב  (B.Des).",,und,ויקי ביידרמן,השכלה גבוהה,281,629,7070,7,"{""onlineurl"": """", ""banktransfer"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 666, \u05d7\u05e9\u05d1\u05d5\u05df 002200/10"", ""postalbank"": ""\u05d1\u05e0\u05e7 \u05dc\u05d0\u05d5\u05de\u05d9, \u05e1\u05e0\u05d9\u05e3 666, \u05d7\u05e9\u05d1\u05d5\u05df 002200/10"", ""treasury"": ""\u05ea\u05e9\u05dc\u05d5\u05dd \u05d1\u05de\u05d6\u05d5\u05de\u05df \u05d1\u05e8\u05e9\u05d5\u05ea"", ""check"": """", ""phone"": """", ""cash"": """"}","רח' אנה פרנק 12, רמת-גן 5252626",03-6110159,שנקר - בית ספר גבוה להנדסה ולעיצוב,"{""url"": ""http://www.shenkar.ac.il"", ""title"": ""http://www.shenkar.ac.il""}"
