Title,Published,MMDOfficesTypes,GovXDescription,ManagerName,Email,Fax,ReceptionAddressNotes,ReceptionPhoneNumbers,websiteURL,PaymentBankTransfer,GovXContentSection,FormEmail,FormFax,FormLetter,FormOnlineURL,forWizard,MMDSubjects,MMDTypes,OfficeIcon,OfficeNameCode,OfficeTypeCode,PaymentCash,PaymentCheck,PaymentOnlineURL,PaymentPhone,PaymentPostalBank,PaymentTreasury
הורה ירושלים,Yes,חברה עירונית,,טלייה קינן רוז,taliya@horajerusalem.org,02-6791344,"רח' ייבין יהושע 19, שכ' עמק המצלבה, ירושלים 9370510",02-6796552,"<a href=""http://www.horajerusalem.org/"">http://www.horajerusalem.org/</a>","בנק לאומי, סניף 902, חשבון 33890069","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",taliya@horajerusalem.org,02-6791344,"רח' ייבין יהושע 19, שכ' עמק המצלבה, ירושלים 9370510 ",~,Yes,,,,10145,10,,,,,"בנק לאומי, סניף 902, חשבון 33890069",
החברה העירונית אריאל בעמ,Yes,חברה עירונית,,אביאל מרצבך,aviel@owcpa.co.il,02-6295772,"רח' שבטי ישראל 3, ירושלים 9510519",02-6297982,,,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",aviel@owcpa.co.il,02-6295772,"רח' שבטי ישראל 3, ירושלים 9510519",,No,,,,10146,10,,,,,,
עזריאלי המכללה האקדמית להנדסה ירושלים ,Yes,השכלה גבוהה,,יצחק דניאל,yitzhakda@jce.ac.il,02-6588011,"רח' יעקב שרייבום 26, ירושלים 9371207",02-6588034,"<a href=""http://www.jce.ac.il/"">www.jce.ac.il</a>","בנק לאומי, סניף 901, חשבון 112500/49","<p dir=""RTL"">עזריאלי מכללה להנדסה הינה מוסד אקדמי המוכר על ידי המועצה להשכלה גבוה ומתמקד בלימודי הנדסה בלבד. במכללה מתקיימים לימודים לתואר ראשון .B.Sc במחלקות הנדסת תוכנה, הנדסת טכנולוגיות סביבתיות, הנדסה פרמצבטית, הנדסת תעשייה וניהול, הנדסת חומרים מתקדמים, הנדסת חשמל ואלקטרוניקה, הנדסת מכונות והנדסה אזרחית של הטכניון, וכן תואר שני .M.Sc בהנדסת תוכנה. בנוסף, המכללה מפעילה מכינות ייעודיות ללימודי ההנדסה.</p>
",yitzhakda@jce.ac.il,02-6588011,"רח' יעקב שרייבום 26, ירושלים 9371207",~,Yes,,,,7071,7,,,,,"בנק לאומי, סניף 901, חשבון 112500/49",
התזמורת הסימפונית ירושלים-רשות השידור,Yes,חברה עירונית,,יאיר שטרן,yairs@jso.co.il,,"רח' שופן 5, ת.ד. 4640, ירושלים 9104601",02-5660212 שלוחה 0,,,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",yairs@jso.co.il,,"רח' שופן 5, ת.ד. 4640, ירושלים 9104601",~,Yes,,,,10149,10,,,,,,
תיאטרון החאן הירושלמי,Yes,חברה עירונית,,דנה סוחולוצקי,dana@khan.co.il,02-6733095,"רח' דוד רמז 2, ירושלים 9354102",02-6303604,"<a href=""http://www.khan.co.il"">www.khan.co.il</a>","בנק הפועלים, סניף 748, מספר חשבון 5536","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
","dana@khan.co.il
",02-6733095,"רח' דוד רמז 2, ירושלים 9354102 ",~,No,,,,10154,10,,,,,"בנק הפועלים, סניף 748, מספר חשבון 5536",
הגן הבוטני האוניברסיטאי ירושלים ,Yes,חברה עירונית,,תום עמית,office@botanic.co.il,0733725619,יהודה בורלא 1 ירושלים,02-6794012,,"בנק דיסקונט
סניף 331 כנפי נשרים
מס' חשבון 43269

","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",office@botanic.co.il,0733725619,יהודה בורלא 1 ירושלים,~,Yes,,,,10157,10,,,,,"בנק דיסקונט
סניף 331 כנפי נשרים
מס' חשבון 43269

",
מגדל דוד המוזיאון לתולדות ירושלים,Yes,חברה עירונית,,אילת ליבר,eilat@tower.org.il,02-6283418,"מגדל דוד, ירושלים 9114001",02-6265134,,,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",eilat@tower.org.il,02-6283418,"מגדל דוד, ירושלים 9114001 ",~,No,,,,10158,10,,,,,,
מוזיאון חצר היישוב הישן,Yes,חברה עירונית,,אורה פיקל-צברי,museum-o@zahav.net.il,02-6276319,"רח' אור החיים 6, הרובע היהודי, ירושלים 9750603",02-6276319,,"בנק מזרחי, סניף 460, מספר חשבון 459999","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",museum-o@zahav.net.il,02-6276319,"רח' אור החיים 6, הרובע היהודי, ירושלים 9750603",,No,,,,10160,10,,,,,"בנק מזרחי, סניף 460, מספר חשבון 459999",
החברה לפיתוח מזרח ירושלים ,Yes,חברה ממשלתית,,ג'קלין דנון ,jeky@pami.co.il   ,02-6247137,"ת.ד. 2395, ירושלים 9102301","02-6254403 ,02-9660601 ",,בנק איגוד סניף מס' 51 מס' חשבון 71730035,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",jeky@pami.co.il   ,02-6247137,"ת.ד. 2395, ירושלים 9102301",~,Yes,,,,6092,6,,,,,בנק איגוד סניף מס' 51 מס' חשבון 71730035,
הרשות לפיתוח ירושלים,Yes,חברה עירונית,,יעל מימון,yaelm@jda.gov.il,02-6297526,"כיכר ספרא 2, ת.ד. 32226 ירושלים",02-6295438,"<a href=""http://www.jda.gov.il/"">http://www.jda.gov.il/</a>","בנק הפועלים, סניף 436, חשבון 229099","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",yaelm@jda.gov.il,02-6297526,"כיכר ספרא 2, ת.ד. 32226 ירושלים",~,Yes,,,,10439,10,,,,,"בנק הפועלים, סניף 436, חשבון 229099",
מוריה החברה לפיתוח ירושלים,Yes,חברה עירונית,,רותי זנגי,ruti@moriah.co.il,02-6296521,"כיכר ספרא 2, ירושלים",02-6297608,,,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",ruti@moriah.co.il,02-6296521,"כיכר ספרא 2, ירושלים",~,Yes,,,,10167,10,,,,,,
עדן החברה לפיתוח כלכלי בירושלים ,Yes,חברה עירונית,,אפרת כץ,	 Efrat@jed.co.il,02-6297530,הנביאים 31 ירושלים- בית ארלדן,02-5468085,"<a href=""https://www.eden-jcdc.co.il/"">https://www.eden-jcdc.co.il/</a>",פרטי חשבון בנק 10-902-44660078,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",	 Efrat@jed.co.il,02-6297530,הנביאים 31 ירושלים- בית ארלדן,~,Yes,,,,10168,10,,,,,פרטי חשבון בנק 10-902-44660078,
האיגוד הירושלמי למאבק בסמים,Yes,חברה עירונית,,אורי נוימן,igudjr@netvision.net.il,02-6232947,"רח' הלל 22, ירושלים 9458122",02-6232713,,"בנק הפועלים, סניף 783, מספר חשבון 12715","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",igudjr@netvision.net.il,02-6232947,"רח' הלל 22, ירושלים 9458122 ",,No,,,,10171,10,,,,,"בנק הפועלים, סניף 783, מספר חשבון 12715",
החברה הכלכלית לפיתוח יואב בעמ,Yes,חברה עירונית,,מירית דגני,mirit@yoav.org.il,08-8500704,"ד.נ. שקמים, מועצה אזורית יואב",08-8500703,"<a href=""http://www.yoav.org.il/objDoc.asp?PID=474554&OID=477783"">http://www.yoav.org.il/objDoc.asp?PID=474554&OID=477783</a>","בנק לאומי, סניף 928, מספר חשבון 14620049","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",mirit@yoav.org.il,08-8500704,"ד.נ. שקמים, מועצה אזורית יואב",~,No,,,,10177,10,,,,,"בנק לאומי, סניף 928, מספר חשבון 14620049",
החברה הכלכלית לפיתוח יקנעם עילית בעמ,Yes,חברה עירונית,,בועז שלמה,boaz@yoqneam.org.il,04-6888915,"רח' צאלים 1, ת.ד. 328, יקנעם עילית 2069205",04-6888766,,"בנק לאומי, סני, 729, מספר חשבון 90000/76 ","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",boaz@yoqneam.org.il,04-6888915,"רח' צאלים 1, ת.ד. 328, יקנעם עילית 2069205 ",,Yes,,,,10178,10,,,,,"בנק לאומי, סני, 729, מספר חשבון 90000/76 ",
מינהלת פארק תעשיות קידמת גליל,Yes,חברה עירונית,,איציק נחום,nurit@kidmat-galil.org.il  ,04-6737203 ,"כתובת למשלוח דואר 
מינהלת פארק תעשיות
ת.ד.1 
פארק תעשיות קידמת גליל 
מיקוד 1522801

",04-6737202,,חשבון בנק מינהלת פארק תעשיות- מס' חש'  184422 בנק הפועלים סניף 549 כפר תבור ,"<p><br /><br type=""_moz"" /></p>
",nurit@kidmat-galil.org.il  ,04-6737203 ,"כתובת למשלוח דואר 
מינהלת פארק תעשיות
ת.ד.1 
פארק תעשיות קידמת גליל 
מיקוד 1522801

",~,Yes,,,,10182,10,,,,,חשבון בנק מינהלת פארק תעשיות- מס' חש'  184422 בנק הפועלים סניף 549 כפר תבור ,
פ.מ.ת - מבוא כרמל בעמ,Yes,חברה עירונית,,נסים אפרים,mankal@mevoe-carmel.co.il,,"ת.ד. 90001, עין השופט 1923700",04-9598638,,"בנק הפועלים, סניף 12/722, חשבון 477643","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",mankal@mevoe-carmel.co.il,,"ת.ד. 90001, עין השופט 1923700",~,Yes,,,,10183,10,,,,,"בנק הפועלים, סניף 12/722, חשבון 477643",
החברה הכלכלית לפיתוח כפר סבא בעמ,Yes,חברה עירונית,,אנדרס מלינקביץ,andresm@ksaba.co.il,,"רח' וייצמן 135, כפר סבא 4423142",09-7649277,,"אפשרויות התשלום לטובת אגרות חופש המידע בעיריית כפר סבא מפורסמות באתר https://www.citypay.co.il/ecommerce/default.aspx?rashut=269000&category=7
","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",andresm@ksaba.co.il,,"רח' וייצמן 135, כפר סבא 4423142",~,Yes,,,,10188,10,,,,,"אפשרויות התשלום לטובת אגרות חופש המידע בעיריית כפר סבא מפורסמות באתר https://www.citypay.co.il/ecommerce/default.aspx?rashut=269000&category=7
",
החברה הכלכלית לפיתוח כפר יונה בעמ,Yes,חברה עירונית,,בני סעד,beni_s@kfar_yona.org.il,09-8971185/153-9-8971150,"רח' הרצל 9, כפר יונה 40300",09-8971185,,בנק הפועלים 12 סניף 167 חשבון 446061 נתניה,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",beni_s@kfar_yona.org.il,"09-8971185/153-9-8971150
","רח' הרצל 9, כפר יונה 40300  ",~,Yes,,,,10191,10,,,,,בנק הפועלים 12 סניף 167 חשבון 446061 נתניה,
החברה הכלכלית לכרמיאל בעמ,Yes,חברה עירונית,,יעל פרץ,yael@karmiel.biz,04-7709017,"רח' המלאכה 13, ת.ד 130, כרמיאל 2161002",04-7709012,"<a href=""https://www.calcalit-karmiel.com/"">https://www.calcalit-karmiel.com/</a>","בנק מזרחי, סניף 513, מספר חשבון 179022","<p>החברה הכלכלית לכרמיאל בע""מ הינה תאגיד עירוני בבעלות עיריית כרמיאל. החברה נוסדה על ידי עיריית כרמיאל בשנת 1977 במטרה לקדם יוזמות עסקיות לפתח את הכלכלה ואת מקורות התעסוקה בעיר.   הפעילות העסקית של החברה מנוהלת באופן עצמאי ומקיפה תחומים רבים. הון החברה הכלכלית מקורו מיוזמות ופרויקטים שמבצעת החברה בשיתוף עם יזמים מהארץ ומחו""ל. החברה בעלת נכסים להשכרה חנויות, משרדים ומחסנים באזור התעשייה ובמרכזים המסחריים בכרמיאל. בנוסף החברה אחראית לתפעול השוק העירוני והמטווח העירוני (בית ספר לאבטחה ולמלחמה בטירור – קליבר 3 בע""מ). החברה הכלכלית לכרמיאל בע""מ בונה את יעדיה הכלכלים בהתאם לתוכנית הפיתוח של העיר כרמיאל תוכנית האב של כרמיאל מתווה עיר מחוז משגשגת בת 100 אלף תושבים עם אוניברסיטה פעילה עד שנת 2030. כבר היום מהווה כרמיאל עיר מרכזית בגליל ופארק התעשייה שלה הוא המבוסס והגדול בצפון</p>
",yael@karmiel.biz,04-7709017,"רח' המלאכה 13, ת.ד 130, כרמיאל 2161002",~,Yes,,,,10193,10,,,,,"בנק מזרחי, סניף 513, מספר חשבון 179022",
החברה לטיפול במי לב השרון בעמ,Yes,חברה עירונית,,איציק להב ,meilev@walla.co.il ,097966025,"למשלוח: ת.ד 137 תל מונד 40600
להגעה: המעלית 6 קדימה
",097966022-4 ,,בנק פועלים סניף 167 חשבון 318764 החברה לטיפול במי לב השרון,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",meilev@walla.co.il ,097966025,"למשלוח: ת.ד 137 תל מונד 40600
להגעה: המעלית 6 קדימה
",~,Yes,,,,10194,10,,,,,בנק פועלים סניף 167 חשבון 318764 החברה לטיפול במי לב השרון,
החברה לטיפול במי קולחין קלנסואה לב השרון בעמ,Yes,חברה עירונית,,איציק להב ,meilev@walla.co.il ,097966025,"כתובת למשלוח: ת.ד 137 תל מונד 40600
הגעה: המעלית 6 פארק תעשיות השרון, קדימה
",097966022-4 ,,בנק הפועלים סניף קדימה 653 חשבון 290012,"<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",meilev@walla.co.il ,097966025,"כתובת למשלוח: ת.ד 137 תל מונד 40600
הגעה: המעלית 6 פארק תעשיות השרון, קדימה
",~,No,,,,10195,10,,,,,בנק הפועלים סניף קדימה 653 חשבון 290012,
מנהלת בר לב בעמ,Yes,חברה עירונית,,אבי טילר,tilleravi@barlev.org,04-9550376  ,מנהלת פארק תעשיות בר לב ד.נ משגב 2015600,04-9550301,,"פועלים 031
סניף 168
חשבון 517019","<p dir=""RTL"">חברות עירוניות הן תאגידים עירוניים המוקמים על ידי רשויות מקומיות ומנוהלים על ידי אנשי מקצוע ונציגי ציבור, בבעלות מלאה או חלקית של הרשות המקומית.</p>
<p dir=""RTL"">החברות העירוניות מעניקות שירות לתושבים בתחומה של הרשות המקומית במגוון תחומים כגון תרבות וספורט או מקדמים פרויקטים על בסיס עסקי לתועלת הציבור.</p>
<p dir=""RTL"">חוק חופש המידע חל על חברות עירוניות שלרשות המקומית יש למעלה ממחצית כוח ההצבעה בהן. על אף הזיקה ההדוקה בין הרשות המקומית לבין החברות העירוניות שבשליטתה, חוק חופש המידע רואה בחברה העירונית כרשות ציבורית נפרדת וחלים עליה כל החובות על פי החוק.</p>
",tilleravi@barlev.org,04-9550376  ,מנהלת פארק תעשיות בר לב ד.נ משגב 2015600,~,Yes,,,,10198,10,,,,,"פועלים 031
סניף 168
חשבון 517019",
